gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene_06564,89.06585512515228,1.892350064229919,0.172903831279823,10.944523613056262,7.058781850265861e-28,3.2085372046663e-25
gene_13127,123.35658698800016,1.2870041046338603,0.11762678727459876,10.941420185432422,7.3046582812861095e-28,3.2465147916827154e-25
gene_00245,315.5957917352609,-2.423333413445605,0.22187731699198862,-10.921952033218,9.052891931469301e-28,3.936039970204044e-25
gene_05846,73.21870156768041,-2.1584871296821095,0.19874249322412224,-10.86072281103961,1.773399103185122e-27,7.54637916248988e-25
gene_17036,41.50981220933118,1.547170201521736,0.14259579660043378,10.850040733367797,1.9933649390842844e-27,8.305687246184519e-25
gene_11068,58.050556351857004,1.9287599498682069,0.17796553296457018,10.837828638718426,2.2781394359369023e-27,9.29852830994654e-25
gene_19475,42.49224075490167,2.299796630721247,0.21251717623441113,10.821697669201669,2.71697403949356e-27,1.086789615797424e-24
gene_14705,89.00333483681088,1.8468920486271219,0.1708130612695009,10.812358463110625,3.0083460603724167e-27,1.179743553087222e-24
gene_09263,150.00869178215936,-2.17702874704439,0.20139160396458272,-10.80992804162406,3.08912288988223e-27,1.1881241884162423e-24
gene_12955,17.145686223177897,-2.1158365831438624,0.19582760677315947,-10.804587861785906,3.274240408670098e-27,1.2355624183660748e-24
gene_01093,360.87302351509607,2.2936371985543773,0.2124664350713773,10.79529196121655,3.623091425557191e-27,1.34188571316933e-24
gene_10466,238.00564289467567,2.2101388394134105,0.20487690843909398,10.787642473970866,3.937610240765604e-27,1.4318582693693108e-24
gene_03526,716.065052352728,1.9788254586615337,0.1835279993991128,10.782144768865713,4.180235210074289e-27,1.4929411464551031e-24
gene_10510,86.11334507500885,-1.9827388757432123,0.18521854657151202,-10.704861432317125,9.657504077629075e-27,3.388597921975114e-24
gene_08488,122.65939566783572,2.1259640361449974,0.19869989574107713,10.699371674131672,1.0247068249403839e-26,3.533471810139255e-24
gene_18523,98.22988503865095,2.406709165923474,0.22510718395821194,10.69139208977998,1.1168193939000837e-26,3.785828453898589e-24
gene_19246,190.98647734305064,1.4912948481530484,0.1397620508725045,10.67024159164247,1.4026122092614802e-26,4.6753740308716004e-24
gene_00673,19.021527442450974,-2.058926910497585,0.19299955681630995,-10.668039577195493,1.4362461620029568e-26,4.70900380984576e-24
gene_00826,134.37953883377114,1.8401308568842896,0.17282398843617006,10.647427324962555,1.7925051065756018e-26,5.7822745373406514e-24
gene_18923,215.4524404459312,1.8752277926039174,0.17721413671527741,10.581705429159797,3.623027233718135e-26,1.1384920078313655e-23
gene_10105,55.321673623956606,-2.147132355511943,0.20291982134752715,-10.58118591497621,3.6431744250603695e-26,1.1384920078313655e-23
gene_18818,44.62745275196797,-2.442618925649948,0.23267990484343656,-10.497764846919267,8.84496475297814e-26,2.721527616300966e-23
gene_05630,778.162033422784,1.6691887757378672,0.15940220626009913,10.471553781471664,1.1671136603601812e-25,3.536708061697519e-23
gene_19113,95.69434177816372,1.9291087872187713,0.18673345733693178,10.330814920531308,5.112438520115078e-25,1.5261010507806204e-22
gene_07009,113.35939060769253,2.1677484714842086,0.21068512879290408,10.28904357846266,7.895672072531739e-25,2.3222564919211e-22
gene_08487,35.86154063729605,-1.561917948950543,0.15246243176287386,-10.24460866123274,1.2513022215646464e-24,3.626962961056946e-22
gene_03632,118.07533443094037,-2.2574789077874984,0.22053762237411548,-10.236253041478598,1.3641765808281735e-24,3.8976473737947814e-22
gene_12212,73.77389882395177,1.9584194205515746,0.1915418549857917,10.224498560363463,1.5402300238490633e-24,4.335381317063411e-22
gene_15878,274.6482844041191,1.9754119941018364,0.19324099304741815,10.222530752660242,1.5718270086293376e-24,4.335381317063411e-22
gene_18760,474.45729166515184,3.0507071885651915,0.29844873365878005,10.221880157324108,1.582414180728145e-24,4.335381317063411e-22
gene_16504,27.451542261861547,-2.1503118249291635,0.21132200466398038,-10.175522555487484,2.550274384165636e-24,6.8926334707179355e-22
gene_12794,34.15126329651011,-1.7298883511853618,0.17049519671839197,-10.14625857197977,3.4431125882674065e-24,9.181633568713084e-22
gene_12673,176.34551477639434,1.7694475454789538,0.17484861891543182,10.11988288185893,4.509549035393459e-24,1.1867234303666998e-21
gene_09224,14.590118620897881,-2.088808217650054,0.20656731386195068,-10.111997772532439,4.887727083705811e-24,1.2695395022612496e-21
gene_04952,56.427063149702235,1.7693471939021215,0.17566378180246753,10.07235057646509,7.320720129584099e-24,1.8771077255343842e-21
gene_04479,74.42435655559295,-2.1407552344294,0.21309321784219923,-10.046097459632344,9.557778593102534e-24,2.407658725241924e-21
gene_15766,130.95853261191954,1.7357024022243932,0.17278667317916774,10.045348812431795,9.630634900967696e-24,2.407658725241924e-21
gene_07059,162.964485771136,-1.823253188597195,0.18158860314978728,-10.040570591829738,1.0108770467755399e-23,2.495992708087753e-21
gene_06716,10.966705810367415,-2.3075524726882986,0.23031590168084898,-10.019075781775141,1.2567259914941688e-23,3.0651853451077288e-21
gene_11206,47.21252244580131,-1.9929896850678306,0.19917087262915303,-10.00643145636403,1.428111920246988e-23,3.441233542763827e-21
gene_18426,82.19480382992157,-2.2500974132369205,0.22552702421136023,-9.977063374578854,1.9206713658729003e-23,4.573027061602144e-21
gene_04076,53.38078948014012,1.5408859115304565,0.1551609566779424,9.930886896558482,3.055258113357763e-23,7.188842619665325e-21
gene_10926,281.22776474534015,2.120155958951777,0.21364281167149873,9.92383475186504,3.2791029774593566e-23,7.625820877812457e-21
gene_18609,18.173071357128418,-2.08859859884417,0.2109680890286936,-9.900068813535592,4.159887151708587e-23,9.562958969445029e-21
gene_03653,333.89890757924843,1.9329625049533081,0.19601602722882577,9.86124722697701,6.128335424036735e-23,1.3928035054628942e-20
gene_09736,36.618484473738,2.5274654946124016,0.25921509607535465,9.750456408131644,1.8364077072344785e-22,4.1267588926617495e-20
gene_13474,60.183623454977784,-1.2373450937051986,0.12691939859590656,-9.749062061385356,1.8618042173656444e-22,4.137342705256988e-20
gene_03705,227.60390504787827,1.9317702316179497,0.1990340375926654,9.705728000008865,2.850341680663527e-22,6.26448721024951e-20
gene_18604,83.3005930018179,-2.3496704432553135,0.24237454380348614,-9.694377991941238,3.1857285532116176e-22,6.899962840036167e-20
gene_06731,98.11287608341989,-2.0591672088593245,0.21242431013809646,-9.693651388208185,3.2084827206168173e-22,6.899962840036167e-20
gene_13616,399.99401138123386,2.158474011917208,0.22331026213711314,9.665807523847242,4.212841590751343e-22,8.963492746279453e-20
gene_16550,51.64611178563033,-2.089581640281237,0.21625243423631368,-9.662696504020895,4.342796176691649e-22,9.142728793035051e-20
gene_07517,98.31154714792997,-1.7555666806510524,0.182603509782995,-9.614090565605,6.972273776470523e-22,1.4525570367646926e-19
gene_12760,40.81348203492228,-1.9715336621727426,0.2054805300057669,-9.594746821596239,8.412337560633062e-22,1.7344585073964351e-19
gene_06813,144.14307207311558,2.1956718101401433,0.22886620564309668,9.593691667891607,8.498846686242532e-22,1.7344585073964351e-19
gene_04385,326.03305386324035,2.12924010515952,0.22212301055335634,9.58586010452102,9.16904558045961e-22,1.8523324404968907e-19
gene_09517,70.83114009537941,-3.049401994951032,0.31865757366330133,-9.569526184157413,1.073967240561745e-21,2.1428694259007307e-19
gene_00107,14.069656735231765,-2.3397048806884575,0.2445154245836464,-9.568741459449594,1.082149060079869e-21,2.1428694259007307e-19
gene_07964,14.723446202899225,-2.35381347423188,0.24633675456669357,-9.555267050474212,1.2326559985378716e-21,2.4169725461526893e-19
gene_04185,40.572750204989745,-1.2742224131610782,0.13351089170345126,-9.54395852580572,1.374819922491369e-21,2.669553247556056e-19
gene_01441,72.52041997396901,1.9561495979784538,0.20611051254007878,9.490780328820321,2.2931117545251604e-21,4.40983029716377e-19
gene_06758,45.17949734030562,1.9047976770912376,0.20105577906322297,9.473976256570396,2.6938921879585983e-21,5.131223215159234e-19
gene_06252,317.1960053680594,2.44034831431801,0.257655444020698,9.471363291365083,2.762148518831669e-21,5.211600978927678e-19
gene_08903,28.55320192551874,1.5472455938407232,0.16361409380287611,9.456676731680952,3.1788569734454394e-21,5.941788735412037e-19
gene_04602,162.51588354755603,2.277207367506928,0.2414869885750916,9.429938155027425,4.103308361032013e-21,7.598719187096321e-19
gene_09891,131.12730468596948,1.9032254410870582,0.20258148672678133,9.394863626674388,5.7291992444684755e-21,1.0512292191685277e-18
gene_03343,848.7332022780507,2.089888821285901,0.22314055344448705,9.365795634301069,7.54794403087607e-21,1.3723534601592855e-18
gene_04435,250.12666523929713,-2.07734554779575,0.22199698061914952,-9.357539647620582,8.161498925218854e-21,1.47054034688628e-18
gene_04338,86.95867197773593,1.6336243442655554,0.17494479350536488,9.337942053219539,9.82246524607584e-21,1.7540116510849716e-18
gene_12856,137.48104132458602,-1.8172259137119469,0.1947309151700336,-9.331984662657165,1.0390671850880798e-20,1.8390569647576636e-18
gene_05303,435.08933104281385,1.9159352073537876,0.20628974493323637,9.287593079209348,1.578166529159701e-20,2.768713209052107e-18
gene_00888,96.22274396004453,2.374832240898498,0.2558031404407057,9.28382754334862,1.6349725910246295e-20,2.843430593086312e-18
gene_10696,94.21257764173237,-1.9872136568969925,0.21412177892468456,-9.280763810560238,1.6826792664674147e-20,2.9011711490817495e-18
gene_00049,272.90150599336533,1.7887972301118973,0.1933403137190287,9.252065416173174,2.201958780634577e-20,3.7640321036488495e-18
gene_02908,41.45993866541961,-2.2955090942426,0.2486263430906951,-9.232766993661782,2.637293366792176e-20,4.469988757274875e-18
gene_03169,57.677815696819245,1.6183894874847884,0.17592735781683264,9.199191686660695,3.606524328838489e-20,6.0365091299748286e-18
gene_09136,105.14367946361547,1.6702514752076365,0.18157405289829953,9.198734337571636,3.6219054779848973e-20,6.0365091299748286e-18
gene_15276,477.06246697050483,2.1717244564582865,0.23659968434776527,9.17889836770105,4.3552399702420476e-20,7.198743752466195e-18
gene_14320,546.8383076755417,-1.6420758325391545,0.17908740193222739,-9.1691309093901,4.768478529622695e-20,7.817177917414254e-18
gene_03501,96.15023942216861,1.9172312767895157,0.20952060858942934,9.150561797701092,5.663822714926437e-20,9.209467829148678e-18
gene_06131,38.81110435421375,-1.7156017878463765,0.18847872186955522,-9.10236323139825,8.838726953460974e-20,1.4256011215259638e-17
gene_14621,89.23658940292125,2.098571496886766,0.23072972943816025,9.095366695903925,9.426782027215885e-20,1.5037179064439565e-17
gene_01299,39.282471938149705,2.0874432756130914,0.22951975891197735,9.094830377604406,9.473422810596927e-20,1.5037179064439565e-17
gene_13990,23.778719639512445,-1.5788663472602429,0.17383485380012584,-9.082564933011724,1.0604578779077069e-19,1.670012406153869e-17
gene_11928,26.917368195373644,-2.197478128019634,0.24249684505422625,-9.061883372248582,1.2821724765637013e-19,2.0033944946307832e-17
gene_07175,637.6749081797406,1.754583065004517,0.1937999482430592,9.053578604695815,1.383579537143861e-19,2.1450845537114123e-17
gene_09814,46.461894013669905,-2.165829453691977,0.23926407147478043,-9.052046303242253,1.4031377930414564e-19,2.158673527756087e-17
gene_08334,640.4383888143342,1.6198774631933628,0.1790422817616425,9.047457657794444,1.4633560635579417e-19,2.234131394744949e-17
gene_11219,66.32158166252104,2.600062760492573,0.28748926973955974,9.044034105509411,1.509941329062184e-19,2.2877898925184604e-17
gene_07217,6.909212348375678,-2.3624804862890034,0.26142476867301734,-9.036942055188073,1.6111573156225693e-19,2.4227929558234126e-17
gene_04746,41.77984089914634,-2.178147136679637,0.24244020887049333,-8.984265220804026,2.6046884453116275e-19,3.8875946944949664e-17
gene_08774,28.455161273702362,1.4815136467829813,0.16513759403069792,8.971389316157643,2.927975842398799e-19,4.3377419887389617e-17
gene_18961,137.056518232126,1.8798255957179515,0.2096545892575594,8.966298340403114,3.0664662281103866e-19,4.509509158985863e-17
gene_16712,71.56077628218425,-1.951365340005853,0.21773494895705134,-8.962113566760308,3.185135660003834e-19,4.649833080297568e-17
gene_08342,35.70836802303865,-2.051738988531942,0.22936928285533503,-8.945134078070904,3.7149849030728904e-19,5.3840360914099865e-17
gene_14832,108.02700672327792,1.8985372262575242,0.2125532349374477,8.932055194625688,4.1816676239429305e-19,6.016787948119325e-17
gene_02848,75.37911946239582,2.1945701615262827,0.2459752535086224,8.921914421156819,4.582963082172781e-19,6.547090117389687e-17
gene_10458,189.1925554857088,1.648420157128306,0.18482394444840355,8.918866881928754,4.71083199066605e-19,6.682031192434114e-17
gene_06242,137.61036455413986,2.077236884421716,0.23314394653772477,8.909675396978837,5.118219211506007e-19,7.208759452825362e-17
gene_01050,55.89580060397807,-1.822755043858098,0.2047271326998463,-8.903338897099038,5.419140344460862e-19,7.579217264980226e-17
gene_17028,318.705483287071,2.2605116982670164,0.2547209558134459,8.874463002261125,7.027164203650495e-19,9.759950282847911e-17
gene_06541,26.961088536882084,1.9722449041112882,0.22382418142644742,8.81158099871976,1.2339307546187828e-18,1.7019734546465968e-16
gene_04546,33.84806239703906,-2.1551300794853283,0.2447384287800409,-8.805850761680976,1.2986374240856405e-18,1.7789553754597815e-16
gene_05739,7.777145080219225,-2.4554388145158232,0.27935612358296874,-8.789636622325762,1.5004448069928884e-18,2.0414215061127733e-16
gene_19725,11.220580156965676,-2.1280487308828833,0.24221719801308106,-8.78570451784335,1.5538755972211715e-18,2.0998318881367183e-16
gene_12990,69.43298460930556,1.9173848499687547,0.21841026105015865,8.778822207114258,1.6519542891807382e-18,2.217388307625152e-16
gene_10711,51.431218036186216,-2.1180487588633508,0.24151264716934484,-8.769928961021279,1.7877904422146023e-18,2.38372058961947e-16
gene_14397,72.95513398630095,2.5671954960591976,0.29352141404235454,8.746194905182476,2.2066782174875845e-18,2.9227526059438204e-16
gene_17366,70.9498656440655,-1.6933182221098728,0.19402417860121215,-8.727356736245932,2.606937740517637e-18,3.4301812375232067e-16
gene_02346,62.147742190553856,2.31165513844977,0.2657729494505096,8.697857111602811,3.3821002861164144e-18,4.4210461256423717e-16
gene_19487,1076.1392140111532,2.2364594089210987,0.25721317689646817,8.694964371212228,3.469386342929486e-18,4.505696549259072e-16
gene_03766,119.55892643703798,-2.1145228366513757,0.24340091361167354,-8.687407147636781,3.708052705516994e-18,4.78458413615096e-16
gene_10150,63.942814574874184,-1.5968713688045477,0.18431376256776066,-8.663874832556129,4.559940303055975e-18,5.846077311610225e-16
gene_04379,27.966730166719163,-2.64384562212707,0.30676925040053754,-8.618352780388179,6.7924137476125926e-18,8.652756366385469e-16
gene_06482,67.88912645757482,2.1359739198169687,0.24789168268131787,8.616561462301714,6.899476829076894e-18,8.733514973515055e-16
gene_01736,404.0742766214198,2.285286527454847,0.2655333779625386,8.606400238606744,7.539070246869236e-18,9.483107228766334e-16
gene_00362,57.89500086501571,-2.168599760902916,0.2535171313916418,-8.554056086855882,1.1883711991049265e-17,1.4854639988811581e-15
gene_13442,47.09914826742091,-2.353608543598081,0.2759539523677142,-8.528990157248591,1.4763074682770603e-17,1.8339223208410685e-15
gene_12265,15.87564264172696,-2.573240034846039,0.30309147187345903,-8.489978351883055,2.0667559480589218e-17,2.551550553159163e-15
gene_00039,15.46091474500408,-1.71356863187512,0.20315066615935248,-8.434964375312397,3.3130370940914957e-17,4.043376520265377e-15
gene_01338,75.66336940594097,-2.157221045806423,0.2557502080137958,-8.434875039046137,3.3155687466176096e-17,4.043376520265377e-15
gene_04015,50.74667992295869,-1.6056722206775473,0.19080914467269136,-8.415069536797475,3.926619162672641e-17,4.75953837899714e-15
gene_00333,23.29516085184514,-1.4893914141565425,0.1772443230211142,-8.403041568666314,4.350605989636614e-17,5.241693963417607e-15
gene_10336,26.074569454658576,-1.423795859470398,0.16951235151913738,-8.39936350779522,4.489051674305576e-17,5.376109789587516e-15
gene_00373,304.7024167317201,1.6995538429186154,0.20301815005764404,8.37143793516024,5.69193486629778e-17,6.776112936068786e-15
gene_14531,90.77682218292766,-1.8841337376958918,0.22514838020122105,-8.368409028801326,5.84013649386091e-17,6.91140413474664e-15
gene_03155,99.98294542610849,2.5010759629849795,0.29927288553884634,8.35717528663429,6.423781707358794e-17,7.557390243951522e-15
gene_18848,24.867815195550225,-2.0990733550015133,0.25158133669631827,-8.34351777665959,7.211259581176727e-17,8.43422173237044e-15
gene_02083,38.81584146362202,1.8164677560903937,0.21784970182016186,8.338169577068848,7.544932192446249e-17,8.773176967960754e-15
gene_14846,46.51498259293814,-1.9042667294236655,0.2286764398459797,-8.327341158128249,8.267822580209137e-17,9.558176393305361e-15
gene_07906,81.49694726613036,-1.5258196011980913,0.18347026517366802,-8.31644081265044,9.064422689149403e-17,1.0418876654194717e-14
gene_09370,442.80233021093153,1.6568745259582107,0.19932851068266474,8.312280668147823,9.388006095478859e-17,1.0686441187518378e-14
gene_19289,126.38891814276838,-1.600105733350828,0.19250369871620196,-8.312077866668835,9.404068245016172e-17,1.0686441187518378e-14
gene_05602,403.89446831586605,1.533203496183837,0.1851854715550543,8.279286076327141,1.2391592369932056e-16,1.400179928805882e-14
gene_15402,49.57412698950901,2.387856389841042,0.28888257638734555,8.265837350603336,1.3871757721260245e-16,1.5586244630629488e-14
gene_02809,188.47911830307496,1.842323286777591,0.22299562755362912,8.261701392932125,1.4361059765936121e-16,1.604587683344818e-14
gene_18332,12.397137559422331,-2.1063417608716217,0.25534594790769893,-8.248972729471355,1.597618846367718e-16,1.7751320515196868e-14
gene_06524,92.66388797775342,-2.1294069702193683,0.2597989289498796,-8.196365469351774,2.477642841828674e-16,2.737726897048258e-14
gene_05423,35.07947558052629,-1.6558572130626477,0.20207677572900523,-8.194198502470332,2.522684513812783e-16,2.7721807844096514e-14
gene_17525,208.57236560274308,2.441765428760165,0.299268295614612,8.159118304682002,3.374789754588689e-16,3.68829481375813e-14
gene_01716,169.61027052711154,2.499911296419028,0.30642106363441945,8.158418572039118,3.3943943363419256e-16,3.689559061241224e-14
gene_10928,69.20513951031468,1.280790939788565,0.15707269241772687,8.154128639893473,3.517063588695721e-16,3.802230906698077e-14
gene_06262,195.01245735997296,1.6499214389874224,0.20246489305904888,8.149172995173156,3.664214527627873e-16,3.94001562110524e-14
gene_01452,69.50751352641709,-1.583370289420953,0.19499999054614084,-8.119848031717193,4.667677819714491e-16,4.992168791138493e-14
gene_10216,68.54313439172962,1.7381828938299655,0.21419100345269437,8.115106917708873,4.85357296276623e-16,5.1633754923045e-14
gene_02111,246.7091878327532,2.391513881241741,0.2951785966154169,8.1019217133741,5.409775341756314e-16,5.724629991276523e-14
gene_16517,42.90895762728266,-2.4570412052849586,0.303357985076945,-8.099477601229928,5.519568770144012e-16,5.810072389625276e-14
gene_13603,67.2710610319316,-1.649192409379402,0.2041116349419721,-8.079854976656566,6.48438406560889e-16,6.789930958752765e-14
gene_11856,119.83390955371794,1.5525859439853031,0.1924937711109151,8.065642514171026,7.285169639531774e-16,7.588718374512266e-14
gene_03650,145.91453118111505,2.234290307362781,0.27770518133217464,8.045547787926413,8.58604888340877e-16,8.897459982807015e-14
gene_03586,255.32412274155445,-2.038244360823313,0.25377585168652156,-8.031671836692599,9.615327873406234e-16,9.912709147841478e-14
gene_04038,38.25442666571268,-2.3298522847254794,0.2904792889656077,-8.020717390978366,1.0512935110548085e-15,1.0782497549280087e-13
gene_12251,326.69546382733114,2.5732861916426875,0.32147556566449825,8.00460895472301,1.1984690234994827e-15,1.2229275749994723e-13
gene_09176,54.15651427012028,-2.0451150077083544,0.2567860666818356,-7.964275609401749,1.6619446492450657e-15,1.687253451010219e-13
gene_15775,19.024017984898922,-1.7037136613210608,0.21436487422034198,-7.947727758652487,1.89963542323892e-15,1.9127961155886135e-13
gene_06151,22.125646827132858,-2.1820414567572284,0.2745571917377228,-7.94749335446902,1.9032321350106705e-15,1.9127961155886135e-13
gene_05974,43.04492475409476,-1.6708250535549822,0.2104354722855583,-7.9398451002960835,2.024339008986842e-15,2.024339008986842e-13
gene_08857,41.0203493426985,2.1627836457435756,0.27302047873964863,7.921690181365474,2.343035366662426e-15,2.3313784742909713e-13
gene_18659,35.4430725628686,1.5786339344130276,0.19944584222892586,7.915100744998516,2.470529599289276e-15,2.446068910187402e-13
gene_12967,291.23504565557636,1.8896653330795192,0.23902520631386037,7.905715728567255,2.6639848436597074e-15,2.624615609516953e-13
gene_00724,27.311529218463857,1.653106895389367,0.20919189387595535,7.902346810673318,2.7370060977379482e-15,2.683339311507792e-13
gene_08769,84.18438665335877,1.9842896185568841,0.25149717526097526,7.889908172916112,3.0240896785036747e-15,2.9503313936621216e-13
gene_18644,406.4997839457399,2.132454311483949,0.27119836771472616,7.863079447908329,3.748031253737676e-15,3.6388652948909474e-13
gene_11119,25.958343329809367,-1.9240991598175574,0.24499431911827044,-7.853648063115713,4.041072297806744e-15,3.9044176790403325e-13
gene_14403,44.91419306860845,2.0401496673383095,0.25983302791156154,7.851771900347895,4.1020004612183656e-15,3.9442312127099673e-13
gene_03307,218.04815460148743,1.8126808426262035,0.23103978624697996,7.845751903044354,4.303670253593491e-15,4.118344740280853e-13
gene_11013,17.68348549981361,-1.9877835320028179,0.25370321344474733,-7.8350743177942705,4.685654791281916e-15,4.4625283726494435e-13
gene_18582,59.94144366810835,-2.0156326666602,0.2574904616412824,-7.827989642071625,4.957327684114698e-15,4.698888800108718e-13
gene_11774,22.103006063297844,-2.2514415590049217,0.2881721579455344,-7.81283512972288,5.591571867237446e-15,5.27506779928061e-13
gene_05388,31.985867866810327,-1.7845830425439848,0.2290573513952326,-7.790987853800564,6.648730633668614e-15,6.242939562130155e-13
gene_11274,76.89575654058508,2.004962347382084,0.25762050525747,7.782619420679626,7.103809286750237e-15,6.625014379965193e-13
gene_17928,46.317963247259364,1.2835504867007663,0.16493206742575817,7.782297928682294,7.121890458462582e-15,6.625014379965193e-13
gene_10939,247.23094126847863,1.812708534844813,0.2331581279175622,7.774588649492558,7.569296737845136e-15,7.008608090597348e-13
gene_14969,29.231734158829017,-2.865861182815773,0.36925557819567945,-7.761185888699205,8.413888633354337e-15,7.754736067607684e-13
gene_03105,37.3316943197219,-1.6292170393074334,0.2101336678402822,-7.753241334681143,8.957614833471077e-15,8.217995260065208e-13
gene_08176,38.29083374281023,1.4903822354153264,0.19286276336819078,7.72768267646391,1.0952193579268686e-14,1.0002003268738526e-12
gene_02080,17.053912851862265,-1.6381652259058588,0.2124102754598138,-7.712269203359635,1.2360006663581993e-14,1.123636969416545e-12
