gene_id,true_log2_fold_change,is_differential
gene_00110,0.0,False
gene_00111,0.0,False
gene_00112,0.0,False
gene_00113,0.0,False
gene_00114,0.0,False
gene_00115,0.0,False
gene_00116,0.0,False
gene_00117,0.0,False
gene_00118,0.0,False
gene_00119,0.0,False
gene_00120,0.0,False
gene_00121,0.0,False
gene_00122,0.0,False
gene_00123,0.0,False
gene_00124,0.0,False
gene_00125,0.0,False
gene_00126,0.0,False
gene_00127,0.0,False
gene_00128,-1.7918331234170646,True
gene_00129,0.0,False
gene_00130,0.0,False
gene_00131,0.0,False
gene_00132,0.0,False
gene_00133,0.0,False
gene_00134,0.0,False
gene_00135,0.0,False
gene_00136,0.0,False
gene_00137,0.0,False
gene_00138,0.0,False
gene_00139,0.0,False
gene_00140,0.0,False
gene_00141,0.0,False
gene_00142,0.0,False
gene_00143,0.0,False
gene_00144,0.0,False
gene_00145,0.0,False
gene_00146,0.0,False
gene_00147,0.0,False
gene_00148,0.0,False
gene_00149,0.0,False
gene_00150,0.0,False
gene_00151,0.0,False
gene_00152,0.0,False
gene_00153,0.0,False
gene_00154,0.0,False
gene_00155,0.0,False
gene_00156,0.0,False
gene_00157,0.0,False
gene_00158,0.0,False
gene_00159,0.0,False
gene_00160,0.0,False
gene_00161,1.2678033861886289,True
gene_00162,0.0,False
gene_00163,0.0,False
gene_00164,0.0,False
gene_00165,0.0,False
gene_00166,0.0,False
gene_00167,0.0,False
gene_00168,0.0,False
gene_00169,0.0,False
gene_00170,0.0,False
gene_00171,0.0,False
gene_00172,0.0,False
gene_00173,0.0,False
gene_00174,0.0,False
gene_00175,0.0,False
gene_00176,0.0,False
gene_00177,0.0,False
gene_00178,0.0,False
gene_00179,0.0,False
gene_00180,0.0,False
gene_00181,0.0,False
gene_00182,0.0,False
gene_00183,0.0,False
gene_00184,0.0,False
gene_00185,0.0,False
gene_00186,0.0,False
gene_00187,0.0,False
gene_00188,0.0,False
gene_00189,0.0,False
gene_00190,0.0,False
gene_00191,0.0,False
gene_00192,0.0,False
gene_00193,0.0,False
gene_00194,0.0,False
gene_00195,0.0,False
gene_00196,0.0,False
gene_00197,0.0,False
gene_00198,0.0,False
gene_00199,0.0,False
gene_00200,0.0,False
gene_00201,0.0,False
gene_00202,1.5349827106745388,True
gene_00203,0.0,False
gene_00204,0.0,False
gene_00205,0.0,False
gene_00206,0.0,False
gene_00207,0.0,False
gene_00208,0.0,False
gene_00209,0.0,False
gene_00210,0.0,False
gene_00211,0.0,False
gene_00212,0.0,False
gene_00213,0.0,False
gene_00214,0.0,False
gene_00215,0.0,False
gene_00216,0.0,False
gene_00217,0.0,False
gene_00218,0.0,False
gene_00219,0.0,False
gene_00220,0.0,False
gene_00221,0.0,False
gene_00222,0.0,False
gene_00223,0.0,False
gene_00224,0.0,False
gene_00225,0.0,False
gene_00226,0.0,False
gene_00227,0.0,False
gene_00228,0.0,False
gene_00229,0.0,False
gene_00230,0.0,False
gene_00231,0.0,False
gene_00232,0.0,False
gene_00233,0.0,False
gene_00234,0.0,False
gene_00235,0.0,False
gene_00236,0.0,False
gene_00237,0.0,False
gene_00238,0.0,False
gene_00239,0.0,False
gene_00240,0.0,False
gene_00241,0.0,False
gene_00242,0.0,False
gene_00243,0.0,False
gene_00244,0.0,False
gene_00245,-2.130302925636788,True
gene_00246,0.0,False
gene_00247,0.0,False
gene_00248,0.0,False
gene_00249,0.0,False
gene_00250,0.0,False
gene_00251,0.0,False
gene_00252,0.0,False
gene_00253,0.0,False
gene_00254,0.0,False
gene_00255,0.0,False
gene_00256,0.0,False
gene_00257,0.0,False
gene_00258,0.0,False
gene_00259,0.0,False
gene_00260,0.0,False
gene_00261,0.0,False
gene_00262,0.0,False
gene_00263,0.0,False
gene_00264,0.0,False
gene_00265,2.1834159657727152,True
gene_00266,0.0,False
gene_00267,0.0,False
gene_00268,0.0,False
gene_00269,0.0,False
gene_00270,0.0,False
gene_00271,0.0,False
gene_00272,0.0,False
gene_00273,0.0,False
gene_00274,0.0,False
gene_00275,0.0,False
gene_00276,0.0,False
gene_00277,0.0,False
gene_00278,0.0,False
gene_00279,0.0,False
gene_00280,0.0,False
gene_00281,0.0,False
gene_00282,0.0,False
gene_00283,0.0,False
gene_00284,0.0,False
gene_00285,0.0,False
gene_00286,0.0,False
gene_00287,0.0,False
gene_00288,0.0,False
gene_00289,1.521743326102752,True
gene_00290,0.0,False
gene_00291,0.0,False
gene_00292,0.0,False
gene_00293,0.0,False
gene_00294,0.0,False
gene_00295,0.0,False
gene_00296,0.0,False
gene_00297,0.0,False
gene_00298,0.0,False
gene_00299,0.0,False
gene_00300,0.0,False
gene_00301,0.0,False
gene_00302,0.0,False
gene_00303,0.0,False
gene_00304,0.0,False
gene_00305,0.0,False
gene_00306,0.0,False
gene_00307,0.0,False
gene_00308,0.0,False
gene_00309,0.0,False
gene_00310,0.0,False
gene_00311,0.0,False
gene_00312,0.0,False
gene_00313,0.0,False
gene_00314,0.0,False
gene_00315,0.0,False
gene_00316,1.7233195277519207,True
gene_00317,0.0,False
gene_00318,0.0,False
gene_00319,0.0,False
gene_00320,0.0,False
gene_00321,0.0,False
gene_00322,0.0,False
gene_00323,0.0,False
gene_00324,0.0,False
gene_00325,0.0,False
gene_00326,0.0,False
gene_00327,0.0,False
gene_00328,0.0,False
gene_00329,0.0,False
gene_00330,0.0,False
gene_00331,2.186284478442231,True
gene_00332,0.0,False
gene_00333,-1.25862522186768,True
gene_00334,0.0,False
gene_00335,0.0,False
gene_00336,0.0,False
gene_00337,0.0,False
gene_00338,0.0,False
gene_00339,0.0,False
gene_00340,0.0,False
gene_00341,0.0,False
gene_00342,0.0,False
gene_00343,0.0,False
gene_00344,0.0,False
gene_00345,0.0,False
gene_00346,0.0,False
gene_00347,0.0,False
gene_00348,0.0,False
gene_00349,0.0,False
gene_00350,0.0,False
gene_00351,0.0,False
gene_00352,0.0,False
gene_00353,0.0,False
gene_00354,0.0,False
gene_00355,0.0,False
gene_00356,0.0,False
gene_00357,0.0,False
gene_00358,0.0,False
gene_00359,0.0,False
gene_00360,0.0,False
gene_00361,0.0,False
gene_00362,-1.9136057032547735,True
gene_00363,0.0,False
gene_00364,0.0,False
gene_00365,0.0,False
gene_00366,0.0,False
gene_00367,0.0,False
gene_00368,0.0,False
gene_00369,0.0,False
gene_00370,0.0,False
gene_00371,0.0,False
gene_00372,0.0,False
gene_00373,1.7857190206726123,True
gene_00374,0.0,False
gene_00375,0.0,False
gene_00376,0.0,False
gene_00377,0.0,False
gene_00378,0.0,False
gene_00379,0.0,False
gene_00380,0.0,False
gene_00381,0.0,False
gene_00382,0.0,False
gene_00383,0.0,False
gene_00384,0.0,False
gene_00385,0.0,False
gene_00386,0.0,False
gene_00387,0.0,False
gene_00388,0.0,False
gene_00389,0.0,False
gene_00390,0.0,False
gene_00391,0.0,False
gene_00392,0.0,False
gene_00393,0.0,False
gene_00394,0.0,False
gene_00395,0.0,False
gene_00396,0.0,False
gene_00397,0.0,False
gene_00398,0.0,False
gene_00399,0.0,False
gene_00400,0.0,False
gene_00401,0.0,False
gene_00402,-1.46548002028432,True
gene_00403,0.0,False
gene_00404,0.0,False
gene_00405,0.0,False
gene_00406,0.0,False
gene_00407,0.0,False
gene_00408,0.0,False
gene_00409,0.0,False
gene_00410,0.0,False
gene_00411,0.0,False
gene_00412,0.0,False
gene_00413,0.0,False
gene_00414,0.0,False
gene_00415,0.0,False
gene_00416,0.0,False
gene_00417,0.0,False
gene_00418,0.0,False
gene_00419,1.9768780705016056,True
gene_00420,0.0,False
gene_00421,0.0,False
gene_00422,0.0,False
gene_00423,0.0,False
gene_00424,0.0,False
gene_00425,0.0,False
gene_00426,0.0,False
gene_00427,0.0,False
gene_00428,0.0,False
gene_00429,0.0,False
gene_00430,0.0,False
gene_00431,0.0,False
gene_00432,0.0,False
gene_00433,0.0,False
gene_00434,0.0,False
gene_00435,0.0,False
gene_00436,0.0,False
gene_00437,0.0,False
gene_00438,0.0,False
gene_00439,0.0,False
gene_00440,0.0,False
gene_00441,0.0,False
gene_00442,0.0,False
gene_00443,0.0,False
gene_00444,0.0,False
gene_00445,0.0,False
gene_00446,0.0,False
gene_00447,-2.177016474458069,True
gene_00448,0.0,False
gene_00449,0.0,False
gene_00450,0.0,False
gene_00451,0.0,False
gene_00452,0.0,False
gene_00453,0.0,False
gene_00454,0.0,False
gene_00455,0.0,False
gene_00456,0.0,False
gene_00457,0.0,False
gene_00458,-1.4190139162363595,True
gene_00459,0.0,False
gene_00460,0.0,False
gene_00461,0.0,False
gene_00462,0.0,False
gene_00463,0.0,False
gene_00464,0.0,False
gene_00465,0.0,False
gene_00466,0.0,False
gene_00467,0.0,False
gene_00468,2.040986086839092,True
gene_00469,0.0,False
gene_00470,0.0,False
gene_00471,0.0,False
gene_00472,0.0,False
gene_00473,0.0,False
gene_00474,0.0,False
gene_00475,0.0,False
gene_00476,0.0,False
gene_00477,0.0,False
gene_00478,0.0,False
gene_00479,0.0,False
gene_00480,0.0,False
gene_00481,0.0,False
gene_00482,0.0,False
gene_00483,0.0,False
gene_00484,0.0,False
gene_00485,0.0,False
gene_00486,0.0,False
gene_00487,0.0,False
gene_00488,0.0,False
gene_00489,0.0,False
gene_00490,0.0,False
gene_00491,0.0,False
gene_00492,0.0,False
gene_00493,0.0,False
gene_00494,0.0,False
gene_00495,0.0,False
gene_00496,0.0,False
gene_00497,0.0,False
gene_00498,0.0,False
gene_00499,0.0,False
gene_00500,0.0,False
gene_00501,0.0,False
gene_00502,0.0,False
gene_00503,0.0,False
gene_00504,0.0,False
gene_00505,0.0,False
gene_00506,0.0,False
gene_00507,0.0,False
gene_00508,0.0,False
gene_00509,0.0,False
gene_00510,0.0,False
gene_00511,0.0,False
gene_00512,0.0,False
gene_00513,0.0,False
gene_00514,0.0,False
gene_00515,0.0,False
gene_00516,0.0,False
gene_00517,0.0,False
gene_00518,0.0,False
gene_00519,0.0,False
gene_00520,0.0,False
gene_00521,0.0,False
gene_00522,0.0,False
gene_00523,0.0,False
gene_00524,0.0,False
gene_00525,0.0,False
gene_00526,0.0,False
gene_00527,0.0,False
gene_00528,0.0,False
gene_00529,0.0,False
gene_00530,0.0,False
gene_00531,0.0,False
gene_00532,0.0,False
gene_00533,0.0,False
gene_00534,0.0,False
gene_00535,0.0,False
gene_00536,0.0,False
gene_00537,0.0,False
gene_00538,0.0,False
gene_00539,0.0,False
gene_00540,0.0,False
gene_00541,0.0,False
gene_00542,0.0,False
gene_00543,0.0,False
gene_00544,0.0,False
gene_00545,1.8571481394480185,True
gene_00546,0.0,False
gene_00547,0.0,False
gene_00548,0.0,False
gene_00549,0.0,False
gene_00550,0.0,False
gene_00551,0.0,False
gene_00552,0.0,False
gene_00553,0.0,False
gene_00554,0.0,False
gene_00555,0.0,False
gene_00556,0.0,False
gene_00557,0.0,False
gene_00558,0.0,False
gene_00559,0.0,False
gene_00560,0.0,False
gene_00561,0.0,False
gene_00562,0.0,False
gene_00563,0.0,False
gene_00564,0.0,False
gene_00565,0.0,False
gene_00566,0.0,False
gene_00567,0.0,False
gene_00568,0.0,False
gene_00569,0.0,False
gene_00570,0.0,False
gene_00571,0.0,False
gene_00572,0.0,False
gene_00573,0.0,False
gene_00574,0.0,False
gene_00575,0.0,False
gene_00576,0.0,False
gene_00577,0.0,False
gene_00578,0.0,False
gene_00579,0.0,False
gene_00580,0.0,False
gene_00581,0.0,False
gene_00582,0.0,False
gene_00583,0.0,False
gene_00584,0.0,False
gene_00585,0.0,False
gene_00586,0.0,False
gene_00587,0.0,False
gene_00588,0.0,False
gene_00589,0.0,False
gene_00590,0.0,False
gene_00591,0.0,False
gene_00592,0.0,False
gene_00593,0.0,False
gene_00594,0.0,False
gene_00595,0.0,False
gene_00596,0.0,False
gene_00597,0.0,False
gene_00598,1.6348846633726553,True
gene_00599,0.0,False
gene_00600,1.5669735956480815,True
gene_00601,0.0,False
gene_00602,0.0,False
gene_00603,0.0,False
gene_00604,0.0,False
gene_00605,0.0,False
gene_00606,0.0,False
gene_00607,0.0,False
gene_00608,0.0,False
gene_00609,0.0,False
gene_00610,0.0,False
gene_00611,0.0,False
gene_00612,0.0,False
gene_00613,0.0,False
gene_00614,0.0,False
gene_00615,0.0,False
gene_00616,0.0,False
gene_00617,0.0,False
gene_00618,0.0,False
gene_00619,0.0,False
gene_00620,0.0,False
gene_00621,0.0,False
gene_00622,0.0,False
gene_00623,0.0,False
gene_00624,0.0,False
gene_00625,0.0,False
gene_00626,0.0,False
gene_00627,0.0,False
gene_00628,0.0,False
gene_00629,0.0,False
gene_00630,0.0,False
gene_00631,0.0,False
gene_00632,0.0,False
gene_00633,0.0,False
gene_00634,0.0,False
gene_00635,0.0,False
gene_00636,0.0,False
gene_00637,0.0,False
gene_00638,0.0,False
gene_00639,0.0,False
gene_00640,0.0,False
gene_00641,0.0,False
gene_00642,0.0,False
gene_00643,0.0,False
gene_00644,0.0,False
gene_00645,0.0,False
gene_00646,-1.7292908320911478,True
gene_00647,0.0,False
gene_00648,0.0,False
gene_00649,0.0,False
gene_00650,0.0,False
gene_00651,0.0,False
gene_00652,0.0,False
gene_00653,0.0,False
gene_00654,0.0,False
gene_00655,0.0,False
gene_00656,0.0,False
gene_00657,0.0,False
gene_00658,0.0,False
gene_00659,0.0,False
gene_00660,0.0,False
gene_00661,0.0,False
gene_00662,0.0,False
gene_00663,0.0,False
gene_00664,0.0,False
gene_00665,0.0,False
gene_00666,0.0,False
gene_00667,0.0,False
gene_00668,0.0,False
gene_00669,0.0,False
gene_00670,0.0,False
gene_00671,0.0,False
gene_00672,1.315857866802807,True
gene_00673,-2.1656101828699508,True
gene_00674,0.0,False
gene_00675,0.0,False
gene_00676,0.0,False
gene_00677,0.0,False
gene_00678,0.0,False
gene_00679,0.0,False
gene_00680,0.0,False
gene_00681,0.0,False
gene_00682,0.0,False
gene_00683,0.0,False
gene_00684,0.0,False
gene_00685,0.0,False
gene_00686,0.0,False
gene_00687,0.0,False
gene_00688,0.0,False
gene_00689,-1.313682184873976,True
gene_00690,0.0,False
gene_00691,0.0,False
gene_00692,0.0,False
gene_00693,0.0,False
gene_00694,0.0,False
gene_00695,0.0,False
gene_00696,0.0,False
gene_00697,0.0,False
gene_00698,0.0,False
gene_00699,0.0,False
gene_00700,0.0,False
gene_00701,0.0,False
gene_00702,0.0,False
gene_00703,0.0,False
gene_00704,0.0,False
gene_00705,0.0,False
gene_00706,0.0,False
gene_00707,0.0,False
gene_00708,0.0,False
gene_00709,0.0,False
gene_00710,0.0,False
gene_00711,0.0,False
gene_00712,0.0,False
gene_00713,0.0,False
gene_00714,0.0,False
gene_00715,0.0,False
gene_00716,0.0,False
gene_00717,0.0,False
gene_00718,0.0,False
gene_00719,0.0,False
gene_00720,0.0,False
gene_00721,0.0,False
gene_00722,0.0,False
gene_00723,0.0,False
gene_00724,1.4593178834625808,True
gene_00725,0.0,False
gene_00726,0.0,False
gene_00727,0.0,False
gene_00728,0.0,False
gene_00729,0.0,False
gene_00730,0.0,False
gene_00731,0.0,False
gene_00732,0.0,False
gene_00733,0.0,False
gene_00734,0.0,False
gene_00735,0.0,False
gene_00736,0.0,False
gene_00737,0.0,False
gene_00738,0.0,False
gene_00739,0.0,False
gene_00740,0.0,False
gene_00741,0.0,False
gene_00742,0.0,False
gene_00743,0.0,False
gene_00744,0.0,False
gene_00745,0.0,False
gene_00746,0.0,False
gene_00747,0.0,False
gene_00748,0.0,False
gene_00749,0.0,False
gene_00750,0.0,False
gene_00751,0.0,False
gene_00752,0.0,False
gene_00753,0.0,False
gene_00754,0.0,False
gene_00755,0.0,False
gene_00756,0.0,False
gene_00757,0.0,False
gene_00758,0.0,False
gene_00759,0.0,False
gene_00760,0.0,False
gene_00761,0.0,False
gene_00762,0.0,False
gene_00763,0.0,False
gene_00764,0.0,False
gene_00765,0.0,False
gene_00766,0.0,False
gene_00767,0.0,False
gene_00768,0.0,False
gene_00769,0.0,False
gene_00770,0.0,False
gene_00771,0.0,False
gene_00772,0.0,False
gene_00773,0.0,False
gene_00774,0.0,False
gene_00775,0.0,False
gene_00776,0.0,False
gene_00777,0.0,False
gene_00778,0.0,False
gene_00779,0.0,False
gene_00780,0.0,False
gene_00781,0.0,False
gene_00782,0.0,False
gene_00783,0.0,False
gene_00784,0.0,False
gene_00785,0.0,False
gene_00786,0.0,False
gene_00787,0.0,False
gene_00788,0.0,False
gene_00789,0.0,False
gene_00790,0.0,False
gene_00791,0.0,False
gene_00792,0.0,False
gene_00793,0.0,False
gene_00794,0.0,False
gene_00795,0.0,False
gene_00796,0.0,False
gene_00797,0.0,False
gene_00798,0.0,False
gene_00799,0.0,False
gene_00800,0.0,False
gene_00801,0.0,False
gene_00802,0.0,False
gene_00803,0.0,False
gene_00804,0.0,False
gene_00805,0.0,False
gene_00806,0.0,False
gene_00807,0.0,False
gene_00808,0.0,False
gene_00809,0.0,False
gene_00810,0.0,False
gene_00811,0.0,False
gene_00812,0.0,False
gene_00813,0.0,False
gene_00814,0.0,False
gene_00815,0.0,False
gene_00816,0.0,False
gene_00817,0.0,False
gene_00818,0.0,False
gene_00819,0.0,False
gene_00820,0.0,False
gene_00821,0.0,False
gene_00822,0.0,False
gene_00823,0.0,False
gene_00824,0.0,False
gene_00825,0.0,False
gene_00826,1.6787140674982248,True
gene_00827,0.0,False
gene_00828,0.0,False
gene_00829,0.0,False
gene_00830,0.0,False
gene_00831,0.0,False
gene_00832,0.0,False
gene_00833,0.0,False
gene_00834,0.0,False
gene_00835,0.0,False
gene_00836,0.0,False
gene_00837,0.0,False
gene_00838,0.0,False
gene_00839,0.0,False
gene_00840,0.0,False
gene_00841,0.0,False
gene_00842,0.0,False
gene_00843,0.0,False
gene_00844,0.0,False
gene_00845,0.0,False
gene_00846,0.0,False
gene_00847,0.0,False
gene_00848,0.0,False
gene_00849,0.0,False
gene_00850,0.0,False
gene_00851,0.0,False
gene_00852,0.0,False
gene_00853,0.0,False
gene_00854,0.0,False
gene_00855,0.0,False
gene_00856,0.0,False
gene_00857,0.0,False
gene_00858,0.0,False
gene_00859,0.0,False
gene_00860,0.0,False
gene_00861,0.0,False
gene_00862,0.0,False
gene_00863,0.0,False
gene_00864,0.0,False
gene_00865,0.0,False
gene_00866,0.0,False
gene_00867,0.0,False
gene_00868,-2.1505510316459637,True
gene_00869,0.0,False
gene_00870,0.0,False
gene_00871,0.0,False
gene_00872,0.0,False
gene_00873,0.0,False
gene_00874,0.0,False
gene_00875,0.0,False
gene_00876,0.0,False
gene_00877,0.0,False
gene_00878,0.0,False
gene_00879,0.0,False
gene_00880,1.5372889338093065,True
gene_00881,0.0,False
gene_00882,0.0,False
gene_00883,0.0,False
gene_00884,0.0,False
gene_00885,-1.3183123599314834,True
gene_00886,0.0,False
gene_00887,0.0,False
gene_00888,1.8972573484534698,True
gene_00889,-1.9402446776744338,True
gene_00890,0.0,False
gene_00891,0.0,False
gene_00892,0.0,False
gene_00893,0.0,False
gene_00894,0.0,False
gene_00895,0.0,False
gene_00896,0.0,False
gene_00897,0.0,False
gene_00898,0.0,False
gene_00899,0.0,False
gene_00900,0.0,False
gene_00901,0.0,False
gene_00902,0.0,False
gene_00903,0.0,False
gene_00904,0.0,False
gene_00905,0.0,False
gene_00906,1.3432929027232392,True
gene_00907,0.0,False
gene_00908,0.0,False
gene_00909,0.0,False
gene_00910,0.0,False
gene_00911,-1.352423686386007,True
gene_00912,0.0,False
gene_00913,0.0,False
gene_00914,0.0,False
gene_00915,0.0,False
gene_00916,0.0,False
gene_00917,0.0,False
gene_00918,0.0,False
gene_00919,0.0,False
gene_00920,0.0,False
gene_00921,0.0,False
gene_00922,0.0,False
gene_00923,0.0,False
gene_00924,0.0,False
gene_00925,0.0,False
gene_00926,0.0,False
gene_00927,0.0,False
gene_00928,0.0,False
gene_00929,0.0,False
gene_00930,0.0,False
gene_00931,1.2738866396157127,True
gene_00932,0.0,False
gene_00933,0.0,False
gene_00934,0.0,False
gene_00935,0.0,False
gene_00936,0.0,False
gene_00937,0.0,False
gene_00938,-1.5081241363234512,True
gene_00939,0.0,False
gene_00940,0.0,False
gene_00941,0.0,False
gene_00942,0.0,False
gene_00943,0.0,False
gene_00944,0.0,False
gene_00945,0.0,False
gene_00946,0.0,False
gene_00947,0.0,False
gene_00948,0.0,False
gene_00949,0.0,False
gene_00950,0.0,False
gene_00951,0.0,False
gene_00952,0.0,False
gene_00953,0.0,False
gene_00954,0.0,False
gene_00955,0.0,False
gene_00956,0.0,False
gene_00957,0.0,False
gene_00958,0.0,False
gene_00959,0.0,False
gene_00960,0.0,False
gene_00961,0.0,False
gene_00962,0.0,False
gene_00963,0.0,False
gene_00964,0.0,False
gene_00965,0.0,False
gene_00966,0.0,False
gene_00967,0.0,False
gene_00968,0.0,False
gene_00969,0.0,False
gene_00970,0.0,False
gene_00971,0.0,False
gene_00972,0.0,False
gene_00973,0.0,False
gene_00974,0.0,False
gene_00975,0.0,False
gene_00976,0.0,False
gene_00977,0.0,False
gene_00978,1.9202016124992178,True
gene_00979,0.0,False
gene_00980,0.0,False
gene_00981,0.0,False
gene_00982,0.0,False
gene_00983,0.0,False
gene_00984,0.0,False
gene_00985,0.0,False
gene_00986,0.0,False
gene_00987,0.0,False
gene_00988,0.0,False
gene_00989,0.0,False
gene_00990,0.0,False
gene_00991,0.0,False
gene_00992,0.0,False
gene_00993,0.0,False
gene_00994,0.0,False
gene_00995,0.0,False
gene_00996,0.0,False
gene_00997,0.0,False
gene_00998,0.0,False
gene_00999,0.0,False
gene_01000,0.0,False
gene_01001,0.0,False
gene_01002,0.0,False
gene_01003,0.0,False
gene_01004,0.0,False
gene_01005,0.0,False
gene_01006,0.0,False
gene_01007,0.0,False
gene_01008,0.0,False
gene_01009,0.0,False
gene_01010,0.0,False
gene_01011,0.0,False
gene_01012,0.0,False
gene_01013,0.0,False
gene_01014,0.0,False
gene_01015,0.0,False
gene_01016,0.0,False
gene_01017,0.0,False
gene_01018,0.0,False
gene_01019,0.0,False
gene_01020,0.0,False
gene_01021,0.0,False
gene_01022,0.0,False
gene_01023,0.0,False
gene_01024,-1.2284204205796903,True
gene_01025,0.0,False
gene_01026,0.0,False
gene_01027,0.0,False
gene_01028,0.0,False
gene_01029,0.0,False
gene_01030,0.0,False
gene_01031,0.0,False
gene_01032,0.0,False
gene_01033,0.0,False
gene_01034,0.0,False
gene_01035,0.0,False
gene_01036,0.0,False
gene_01037,0.0,False
gene_01038,0.0,False
gene_01039,0.0,False
gene_01040,0.0,False
gene_01041,0.0,False
gene_01042,0.0,False
gene_01043,0.0,False
gene_01044,0.0,False
gene_01045,0.0,False
gene_01046,0.0,False
gene_01047,0.0,False
gene_01048,0.0,False
gene_01049,0.0,False
gene_01050,-2.036641228778341,True
gene_01051,0.0,False
gene_01052,0.0,False
gene_01053,0.0,False
gene_01054,0.0,False
gene_01055,0.0,False
gene_01056,0.0,False
gene_01057,0.0,False
gene_01058,0.0,False
gene_01059,0.0,False
gene_01060,0.0,False
gene_01061,0.0,False
gene_01062,0.0,False
gene_01063,0.0,False
gene_01064,0.0,False
gene_01065,0.0,False
gene_01066,0.0,False
gene_01067,0.0,False
gene_01068,0.0,False
gene_01069,0.0,False
gene_01070,0.0,False
gene_01071,0.0,False
gene_01072,0.0,False
gene_01073,0.0,False
gene_01074,0.0,False
gene_01075,0.0,False
gene_01076,0.0,False
gene_01077,0.0,False
gene_01078,0.0,False
gene_01079,-1.8703493501193482,True
gene_01080,0.0,False
gene_01081,0.0,False
gene_01082,0.0,False
gene_01083,0.0,False
gene_01084,0.0,False
gene_01085,0.0,False
gene_01086,0.0,False
gene_01087,0.0,False
gene_01088,-2.0315307778912253,True
gene_01089,0.0,False
gene_01090,0.0,False
gene_01091,0.0,False
gene_01092,0.0,False
gene_01093,2.046545765671766,True
gene_01094,-1.7304023257427579,True
gene_01095,0.0,False
gene_01096,0.0,False
gene_01097,0.0,False
gene_01098,0.0,False
gene_01099,0.0,False
gene_01100,0.0,False
gene_01101,0.0,False
gene_01102,0.0,False
gene_01103,0.0,False
gene_01104,0.0,False
gene_01105,1.6086810217997112,True
gene_01106,0.0,False
gene_01107,0.0,False
gene_01108,0.0,False
gene_01109,0.0,False
gene_01110,0.0,False
gene_01111,0.0,False
gene_01112,0.0,False
gene_01113,0.0,False
gene_01114,0.0,False
gene_01115,0.0,False
gene_01116,0.0,False
gene_01117,0.0,False
gene_01118,0.0,False
gene_01119,0.0,False
gene_01120,0.0,False
gene_01121,0.0,False
gene_01122,0.0,False
gene_01123,0.0,False
gene_01124,0.0,False
gene_01125,0.0,False
gene_01126,0.0,False
gene_01127,0.0,False
gene_01128,0.0,False
gene_01129,0.0,False
gene_01130,0.0,False
gene_01131,0.0,False
gene_01132,0.0,False
gene_01133,0.0,False
gene_01134,0.0,False
gene_01135,0.0,False
gene_01136,0.0,False
gene_01137,0.0,False
gene_01138,0.0,False
gene_01139,0.0,False
gene_01140,1.6278011353979243,True
gene_01141,0.0,False
